augustus_masked-NW_019168381.1-processed-gene-0.11-mRNA-1	3847.GLYMA09G34710.1	4.3e-74	282.7		GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006996,GO:0008150,GO:0009368,GO:0009507,GO:0009526,GO:0009532,GO:0009534,GO:0009535,GO:0009536,GO:0009570,GO:0009579,GO:0009657,GO:0009658,GO:0009840,GO:0009941,GO:0009987,GO:0016020,GO:0016043,GO:0031967,GO:0031975,GO:0031976,GO:0031984,GO:0032991,GO:0034357,GO:0040034,GO:0042651,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043234,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044436,GO:0044444,GO:0044446,GO:0044464,GO:0044699,GO:0044763,GO:0048506,GO:0048509,GO:0048510,GO:0050789,GO:0050793,GO:0051239,GO:0055035,GO:0065007,GO:0071840,GO:2000026	K01358		virNOG[6]	1BFGR@strNOG,1DTEX@virNOG,COG0740@NOG,KOG0840@euNOG	NA|NA|NA	O	ATP-dependent Clp protease proteolytic subunit
augustus_masked-NW_019168381.1-processed-gene-0.12-mRNA-1	3694.POPTR_0003s10230.1	2.3e-27	127.1		GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006996,GO:0008150,GO:0009368,GO:0009507,GO:0009526,GO:0009532,GO:0009534,GO:0009535,GO:0009536,GO:0009570,GO:0009579,GO:0009657,GO:0009658,GO:0009840,GO:0009941,GO:0009987,GO:0016020,GO:0016043,GO:0031967,GO:0031975,GO:0031976,GO:0031984,GO:0032991,GO:0034357,GO:0040034,GO:0042651,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043234,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044436,GO:0044444,GO:0044446,GO:0044464,GO:0044699,GO:0044763,GO:0048506,GO:0048509,GO:0048510,GO:0050789,GO:0050793,GO:0051239,GO:0055035,GO:0065007,GO:0071840,GO:2000026	K01358		virNOG[6]	1BFGR@strNOG,1DTEX@virNOG,COG0740@NOG,KOG0840@euNOG	NA|NA|NA	O	ATP-dependent Clp protease proteolytic subunit
augustus_masked-NW_019168381.1-processed-gene-0.6-mRNA-1	4555.Si000186m	1.4e-14	83.6		GO:0000003,GO:0003006,GO:0003674,GO:0003779,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005819,GO:0005856,GO:0007049,GO:0007275,GO:0008017,GO:0008092,GO:0008150,GO:0009524,GO:0009555,GO:0009556,GO:0009574,GO:0009987,GO:0015630,GO:0015631,GO:0022414,GO:0032501,GO:0032502,GO:0032991,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043234,GO:0044422,GO:0044424,GO:0044430,GO:0044444,GO:0044446,GO:0044464,GO:0044699,GO:0044707,GO:0044763,GO:0048229,GO:0048236,GO:0048610,GO:0048856,GO:0048869,GO:0051015,GO:0051321			virNOG[6]	0IIBD@euNOG,0TWVT@lilNOG,0XT5Z@NOG,15TZA@poaNOG,1BIT9@strNOG,1DWQG@virNOG	NA|NA|NA	S	FH2
augustus_masked-NW_019168381.1-processed-gene-1.5-mRNA-1	29760.VIT_02s0087g00360.t01	0.0	1090.1		GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009536,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464			virNOG[6]	0Z7Z7@NOG,1BFFP@strNOG,1DTDW@virNOG,KOG4197@euNOG	NA|NA|NA	S	Pentatricopeptide repeat-containing protein At4g19440
augustus_masked-NW_019168381.1-processed-gene-1.4-mRNA-1	3694.POPTR_0009s02570.1	2.2e-253	880.6					virNOG[6]	0XZD1@NOG,1BMF2@strNOG,1DZ9S@virNOG,KOG2218@euNOG	NA|NA|NA	D, U	RINT-1 / TIP-1 family
augustus_masked-NW_019168381.1-processed-gene-1.1-mRNA-1	3694.POPTR_0003s10410.1	1.2e-228	798.1		GO:0000902,GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0005886,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009653,GO:0009664,GO:0009826,GO:0009987,GO:0016020,GO:0016043,GO:0016049,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0032502,GO:0032989,GO:0040007,GO:0044237,GO:0044464,GO:0044699,GO:0044763,GO:0044767,GO:0045229,GO:0048589,GO:0048856,GO:0048869,GO:0060560,GO:0071554,GO:0071555,GO:0071669,GO:0071840,GO:0071944			virNOG[6]	0IIXE@euNOG,1BFNE@strNOG,1DTKD@virNOG,COG0515@NOG	NA|NA|NA	T	LRR receptor-like serine threonine-protein kinase FEI
augustus_masked-NW_019168381.1-processed-gene-1.3-mRNA-1	3694.POPTR_0003s10460.1	8.2e-224	781.6					virNOG[6]	0IF3W@euNOG,10MH1@NOG,1BCT7@strNOG,1DRZ1@virNOG	NA|NA|NA	M	Glycosyl transferases group 1
augustus_masked-NW_019168381.1-processed-gene-1.2-mRNA-1	3847.GLYMA09G34980.1	1.4e-125	454.9			K04730		virNOG[6]	1BIM5@strNOG,1DWIE@virNOG,COG0515@NOG,KOG1187@euNOG	NA|NA|NA	T	serine threonine-protein kinase At5g01020-like
augustus_masked-NW_019168381.1-processed-gene-1.0-mRNA-1	29760.VIT_02s0087g00160.t01	2.1e-24	116.3					virNOG[6]	0J0BH@euNOG,129RD@NOG,1BUQV@strNOG,1E6NW@virNOG	NA|NA|NA	S	4F5 protein family
augustus_masked-NW_019168381.1-processed-gene-1.13-mRNA-1	3694.POPTR_0001s01020.1	1.2e-188	664.8	OSI_21698	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009536,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464			virNOG[6]	0IHZX@euNOG,0YB17@NOG,1BJKS@strNOG,1DXIF@virNOG	NA|NA|NA	S	transferase, family
augustus_masked-NW_019168381.1-processed-gene-1.10-mRNA-1	29760.VIT_06s0009g01800.t01	8.5e-280	967.6			K08819		virNOG[6]	0XPIR@NOG,1BC38@strNOG,1DQ1W@virNOG,KOG0600@euNOG	NA|NA|NA	D	cyclin-dependent kinase
augustus_masked-NW_019168381.1-processed-gene-1.6-mRNA-1	3711.Bra038424.1-P	3.3e-105	387.5		GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	K11247		virNOG[6]	0BSUP@braNOG,0IKXZ@euNOG,0ZJVG@NOG,1BKEP@strNOG,1DYB2@virNOG	NA|NA|NA	T	SH3 domain-containing protein
augustus_masked-NW_019168381.1-processed-gene-1.7-mRNA-1	3694.POPTR_0003s10440.1	1.6e-141	508.1					virNOG[6]	0XNV7@NOG,1BKUA@strNOG,1DQ4A@virNOG,KOG1339@euNOG	NA|NA|NA	O	aspartic protease At2g35615-like
augustus_masked-NW_019168381.1-processed-gene-1.11-mRNA-1	3694.POPTR_0001s01040.1	1.3e-141	508.1					virNOG[6]	0IJMI@euNOG,0YBHK@NOG,1BEG0@strNOG,1DSDR@virNOG	NA|NA|NA	S	Nodulin-like
augustus_masked-NW_019168381.1-processed-gene-1.12-mRNA-1	3694.POPTR_0001s01030.1	2.5e-48	196.4					virNOG[6]	0JTR7@euNOG,107M3@NOG,1C40Y@strNOG,1EHH5@virNOG	NA|NA|NA	S	Nodulin-like
augustus_masked-NW_019168381.1-processed-gene-2.3-mRNA-1	3694.POPTR_0003s10570.1	3.6e-276	956.1		GO:0001071,GO:0003674,GO:0003700,GO:0003824,GO:0004553,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0006355,GO:0008150,GO:0008152,GO:0009889,GO:0010468,GO:0010556,GO:0016160,GO:0016161,GO:0016787,GO:0016798,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0048831,GO:0050789,GO:0050793,GO:0050794,GO:0051171,GO:0051239,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:2000026,GO:2000112,GO:2001141	K01177		virNOG[6]	0IMY0@euNOG,0YA7C@NOG,1BMAM@strNOG,1DZ5C@virNOG	NA|NA|NA	S	beta-amylase
augustus_masked-NW_019168381.1-processed-gene-2.7-mRNA-1	29760.VIT_02s0087g00630.t01	2e-278	963.4		GO:0003674,GO:0003824,GO:0005575,GO:0008150,GO:0008152,GO:0016020,GO:0016491,GO:0016614,GO:0016899,GO:0044710,GO:0046577,GO:0055114	K17756		virNOG[6]	0IEI1@euNOG,1BD39@strNOG,1DR0S@virNOG,COG2303@NOG	NA|NA|NA	E	Long-chain-alcohol oxidase
augustus_masked-NW_019168381.1-processed-gene-2.0-mRNA-1	3711.Bra020962.1-P	1.1e-115	422.2			K19882		virNOG[6]	0BV6Y@braNOG,0XQKD@NOG,1BDEE@strNOG,1DRBR@virNOG,KOG4287@euNOG	NA|NA|NA	M	Pectinacetylesterase
augustus_masked-NW_019168381.1-processed-gene-2.1-mRNA-1	3694.POPTR_0004s24210.1	2.8e-169	600.1		GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0005911,GO:0009506,GO:0016020,GO:0030054,GO:0030312,GO:0044424,GO:0044444,GO:0044464,GO:0055044,GO:0071944	K19882		virNOG[6]	0XQKD@NOG,1BJI7@strNOG,1DXFW@virNOG,KOG4287@euNOG	NA|NA|NA	M	pectinacetylesterase domain containing protein, expressed
augustus_masked-NW_019168381.1-processed-gene-2.5-mRNA-1	3694.POPTR_0004s24270.1	2.2e-67	261.2		GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009526,GO:0009536,GO:0009941,GO:0031967,GO:0031975,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464			virNOG[6]	0IWK7@euNOG,1BQTH@strNOG,1E2MI@virNOG,COG2862@NOG	NA|NA|NA	S	Uncharacterized protein family, UPF0114
augustus_masked-NW_019168381.1-processed-gene-2.8-mRNA-1	3694.POPTR_0004s24320.1	8.2e-49	199.1					virNOG[6]	0J16R@euNOG,0YT4V@NOG,1BNPP@strNOG,1E0HC@virNOG	NA|NA|NA	S	Protein of unknown function (DUF1218)
augustus_masked-NW_019168381.1-processed-gene-2.2-mRNA-1	29760.VIT_02s0087g00410.t01	7.2e-44	181.8					virNOG[6]	0IXQP@euNOG,129IJ@NOG,1BS8B@strNOG,1E43F@virNOG	NA|NA|NA		
augustus_masked-NW_019168381.1-processed-gene-2.6-mRNA-1	29760.VIT_02s0087g00620.t01	5.8e-12	75.5					virNOG[6]	0JRZ0@euNOG,11301@NOG,1C69K@strNOG,1EK7X@virNOG	NA|NA|NA		
augustus_masked-NW_019168381.1-processed-gene-2.18-mRNA-1	3694.POPTR_0004s24330.1	8.9e-121	439.5		GO:0000932,GO:0000956,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006401,GO:0006402,GO:0006417,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010468,GO:0010556,GO:0010558,GO:0010603,GO:0010605,GO:0010606,GO:0010608,GO:0016070,GO:0016071,GO:0017148,GO:0019222,GO:0019439,GO:0030529,GO:0031086,GO:0031087,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032268,GO:0032269,GO:0032991,GO:0033043,GO:0034641,GO:0034655,GO:0035770,GO:0042802,GO:0042803,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044087,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0046700,GO:0046983,GO:0048518,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051128,GO:0051130,GO:0051246,GO:0051248,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0090305,GO:1901360,GO:1901361,GO:1901575,GO:1902115,GO:1902117,GO:2000112,GO:2000113	K18749		virNOG[6]	122RA@NOG,1BDMB@strNOG,1DRIG@virNOG,KOG1073@euNOG	NA|NA|NA	U	Pfam:FFD_TFG
augustus_masked-NW_019168381.1-processed-gene-2.12-mRNA-1	3694.POPTR_0001s00940.1	1.5e-223	780.8		GO:0001558,GO:0003674,GO:0005083,GO:0005085,GO:0005088,GO:0005089,GO:0008150,GO:0010769,GO:0019222,GO:0022603,GO:0022604,GO:0030234,GO:0030695,GO:0040008,GO:0043900,GO:0045595,GO:0048638,GO:0050789,GO:0050790,GO:0050793,GO:0050794,GO:0051128,GO:0051239,GO:0051510,GO:0060284,GO:0060589,GO:0065007,GO:0065009,GO:0080092,GO:2000241	K10770		virNOG[6]	0IJXW@euNOG,0YFCK@NOG,1BN69@strNOG,1DYEI@virNOG	NA|NA|NA	S	Guanine nucleotide exchange factor
augustus_masked-NW_019168381.1-processed-gene-2.16-mRNA-1	3847.GLYMA16G17010.2	1.1e-188	664.8					virNOG[6]	0Z7Z7@NOG,1BBPW@strNOG,1DVHE@virNOG,KOG4197@euNOG	NA|NA|NA	S	Pentatricopeptide repeat-containing protein
augustus_masked-NW_019168381.1-processed-gene-2.10-mRNA-1	3694.POPTR_0003s10580.1	2.2e-107	394.8					virNOG[6]	121N2@NOG,1BC9W@strNOG,1DQ7Z@virNOG,KOG0800@euNOG	NA|NA|NA	O	zinc finger
augustus_masked-NW_019168381.1-processed-gene-2.11-mRNA-1	3694.POPTR_0365s00200.1	5.2e-207	725.7					virNOG[6]	1BQCW@strNOG,1E272@virNOG,COG0318@NOG,KOG1176@euNOG	NA|NA|NA	I	AMP-binding enzyme
augustus_masked-NW_019168381.1-processed-gene-2.14-mRNA-1	3847.GLYMA01G35580.2	6.9e-79	299.7					virNOG[6]	0IZIM@euNOG,128MX@NOG,1BP6Y@strNOG,1E115@virNOG	NA|NA|NA		
augustus_masked-NW_019168381.1-processed-gene-2.13-mRNA-1	3694.POPTR_0003s01420.1	3.8e-41	173.7			K19861		virNOG[6]	0J9W6@euNOG,11937@NOG,1BZMT@strNOG,1ECBG@virNOG	NA|NA|NA	S	benzyl alcohol O-benzoyltransferase-like
augustus_masked-NW_019168381.1-processed-gene-2.15-mRNA-1	3847.GLYMA16G17040.1	9.4e-65	251.9	OSI_24424				virNOG[6]	0IZYM@euNOG,0YIP0@NOG,1BRZ2@strNOG,1E3TZ@virNOG	NA|NA|NA		
augustus_masked-NW_019168381.1-processed-gene-2.9-mRNA-1	3694.POPTR_0003s10580.1	9.6e-27	124.0					virNOG[6]	121N2@NOG,1BC9W@strNOG,1DQ7Z@virNOG,KOG0800@euNOG	NA|NA|NA	O	zinc finger
augustus_masked-NW_019168381.1-processed-gene-3.0-mRNA-1	29760.VIT_02s0087g00690.t01	0.0	1329.7		GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005802,GO:0005829,GO:0005911,GO:0009506,GO:0030054,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464,GO:0055044	K12400		virNOG[6]	0XPKK@NOG,1BC9R@strNOG,1DQ7S@virNOG,KOG1062@euNOG	NA|NA|NA	U	AP-4 complex subunit
augustus_masked-NW_019168381.1-processed-gene-3.7-mRNA-1	29760.VIT_13s0067g01760.t01	7.6e-290	1001.5		GO:0005575,GO:0016020	K01510		virNOG[6]	1BJNR@strNOG,1DSR7@virNOG,COG5371@NOG,KOG1386@euNOG	NA|NA|NA	F	Ectonucleoside triphosphate diphosphohydrolase
augustus_masked-NW_019168381.1-processed-gene-3.5-mRNA-1	29760.VIT_02s0012g00920.t01	0.0	1148.3		GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0044424,GO:0044444,GO:0044464			virNOG[6]	0Y72M@NOG,1BE27@strNOG,1DS00@virNOG,KOG3758@euNOG	NA|NA|NA	U	conserved oligomeric Golgi complex subunit
augustus_masked-NW_019168381.1-processed-gene-3.2-mRNA-1	3694.POPTR_0004s24390.1	3.6e-288	995.7		GO:0000271,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005768,GO:0005794,GO:0005802,GO:0005975,GO:0005976,GO:0006464,GO:0006486,GO:0007275,GO:0008150,GO:0008152,GO:0008544,GO:0009058,GO:0009059,GO:0009100,GO:0009101,GO:0009653,GO:0009664,GO:0009832,GO:0009888,GO:0009913,GO:0009987,GO:0010015,GO:0010053,GO:0010054,GO:0010383,GO:0010393,GO:0016043,GO:0016051,GO:0016740,GO:0016757,GO:0016763,GO:0019538,GO:0021700,GO:0022622,GO:0030154,GO:0030855,GO:0032501,GO:0032502,GO:0033692,GO:0034637,GO:0034645,GO:0036211,GO:0042546,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0043413,GO:0043588,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044262,GO:0044264,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0044699,GO:0044707,GO:0044723,GO:0044763,GO:0044767,GO:0045229,GO:0045488,GO:0045489,GO:0048364,GO:0048468,GO:0048469,GO:0048513,GO:0048731,GO:0048764,GO:0048765,GO:0048856,GO:0048869,GO:0052325,GO:0052546,GO:0052636,GO:0060429,GO:0070085,GO:0070589,GO:0070592,GO:0071554,GO:0071555,GO:0071669,GO:0071704,GO:0071840,GO:0080147,GO:1901135,GO:1901137,GO:1901576			virNOG[6]	0IGI8@euNOG,0ZPDM@NOG,1BHNP@strNOG,1DVJ4@virNOG	NA|NA|NA	S	Nucleotide-diphospho-sugar transferase
augustus_masked-NW_019168381.1-processed-gene-3.3-mRNA-1	29760.VIT_02s0087g00770.t01	0.0	1192.9		GO:0003674,GO:0005215,GO:0005575,GO:0006810,GO:0008150,GO:0016020,GO:0051179,GO:0051234	K06174		virNOG[6]	1BGKE@strNOG,1DUHD@virNOG,COG1245@NOG,KOG0063@euNOG	NA|NA|NA	A	ABC transporter E family member
augustus_masked-NW_019168381.1-processed-gene-3.4-mRNA-1	3694.POPTR_0019s12320.1	8.7e-201	705.3	NCED4	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009532,GO:0009536,GO:0009570,GO:0010287,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464	K09840		virNOG[6]	1BGYB@strNOG,1DUV1@virNOG,COG3670@NOG,KOG1285@euNOG	NA|NA|NA	Q	carotenoid cleavage dioxygenase 4
augustus_masked-NW_019168381.1-processed-gene-3.6-mRNA-1	29760.VIT_02s0087g00880.t01	9.3e-163	578.6		GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005794,GO:0016020,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464			virNOG[6]	0IH5E@euNOG,10YP2@NOG,1BG2A@strNOG,1DTZY@virNOG	NA|NA|NA	S	auxin-induced protein
augustus_masked-NW_019168381.1-processed-gene-3.1-mRNA-1	3694.POPTR_0004s24350.1	2.5e-29	133.3					virNOG[6]	0J0HJ@euNOG,0Y3ZI@NOG,1BU3X@strNOG,1E60P@virNOG	NA|NA|NA		
